City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,MID,,,,
Ahmedabad,01-01-21,,35.57,0.92,18.22,17.15,,0.92,27.64,133.36,0,0.02,0,544,Severe,5dc2c157ddcd97f36c94faab478c38f463f78ae3,,,,
Ahmedabad,02-01-21,,28.41,0.97,15.69,16.46,,0.97,24.55,34.06,3.68,5.5,3.77,676,Severe,ddc40ffc47069f3714c8da65843f36f41ed0f8bb,,,,
Ahmedabad,03-01-21,,35.12,17.4,19.3,29.7,,17.4,29.07,30.7,6.8,16.4,2.25,767,Severe,e49c9e5b4f77c5cdbf6fa77343d767d909548dea,,,,
Ahmedabad,04-01-21,,39.48,1.7,18.48,17.97,,1.7,18.59,36.08,4.43,10.14,1,459,Very Poor,00340eea543336d54adda18236424de6a5e91c9d,,,,
Ahmedabad,05-01-21,,74.55,22.1,21.42,37.76,,22.1,39.33,39.31,7.01,18.89,2.78,564,Very Poor,b12f20ae397aa504f852fc25caeb3e3b0e5b1942,,,,
Ahmedabad,06-01-21,,101.39,45.41,38.48,81.5,,45.41,45.76,46.51,5.42,10.83,1.93,653,Very Poor,984e07e449dde660098275470dd952cc88df3223,,,,
Ahmedabad,07-01-21,,137.41,112.16,40.62,130.77,,112.16,32.28,33.47,0,0,0,435,Very Poor,6c7c93c25caa6d94c70c891e2446a4a12e729365,,,,
Ahmedabad,08-01-21,,148.15,80.87,36.74,96.75,,80.87,38.54,31.89,0,0,0,243,Very Poor,9ad252c633b7596a4b64ca9f1699a0db5ce99c05,,,,
Ahmedabad,09-01-21,,135.44,29.16,31,48,,29.16,58.68,25.75,0,0,0,543,Poor,584b43ae1d473b93ad7b6c95d681e8f356ba82cd,,,,
Ahmedabad,10-01-21,,128.86,,7.04,0,,,8.29,4.55,0,0,0,123,Moderate,a5c214b0c76d5a11c11deef9d25adafaffa4bfe9,,,,
Ahmedabad,11-01-21,,128.41,132.07,55.8,24.53,,132.07,25.03,6.79,0,0,0,340,Poor,430088e2d738c4c20413082888b2666668c9105f,,,,
Ahmedabad,12-01-21,,82.75,52.04,40.67,90.24,,52.04,51.84,45.89,2.41,0.03,7.88,456,Poor,2cd8b9a41c271e30c064212f8e113204d3e6e29e,,,,
Ahmedabad,13-01-21,,68.41,48.82,44.2,87.09,,48.82,68.21,35.16,9.45,13.35,12.5,560,Very Poor,e1200121af466e437f3cf17aa10654b7725edb07,,,,
Ahmedabad,14-01-21,,69.2,19.2,27.86,33.05,,19.2,52.65,20.96,2.16,2.26,5.19,340,Very Poor,bf3f1752cf136693453f34b968adcbae605fc38b,,,,
Ahmedabad,15-01-21,,76.67,0.6,16.96,16.6,,0.6,28.89,47.63,0.14,0.04,1.35,430,Very Poor,50be853b37945ba63f2fa2c4654b8c57ce0c1597,,,,
Ahmedabad,16-01-21,,91.06,1.63,21.72,22.86,,1.63,38.27,46.03,0.35,0.05,2.01,456,Severe,e367637e063ec728b13f3685e8aee5f775c553cd,,,,
Ahmedabad,17-01-21,,97.67,11.44,24.73,34.75,,11.44,49.5,52.24,0.68,0,3.27,560,Severe,6be177e9b694282436d5d625d2ee3ae86a4db93a,,,,
Ahmedabad,18-01-21,,104.25,6.1,25.77,29.57,,6.1,48.43,53.49,0.74,0.21,2.75,120,Moderate,1a9d52bf91d858565ab0ccc8cab03e919ef6e5c3,,,,
Ahmedabad,19-01-21,,109.47,2.51,26.88,27.45,,2.51,50.03,49.48,0.26,0.02,2.8,112,Moderate,2757708c4f72260abefb9d74302d868165cbc1a4,,,,
Ahmedabad,20-01-21,,72.25,7.92,26.8,32.4,,7.92,58.87,56.37,0.24,0.01,3.97,340,Poor,10aa307dc5239e819a19dd696b7f3e5bd34a37b1,,,,
Ahmedabad,21-01-21,,89.89,9.52,33.56,39.28,,9.52,106.93,48.75,0.33,0,5.65,345,Poor,c7f56ac99072a397fddf17d3f1d2e34d4146edbe,,,,
Ahmedabad,22-01-21,,113.24,9.05,17.51,22.33,,9.05,23.71,42.22,0,0,4.51,230,Very Poor,39ab0e9d7a93e6a7483bf4851e69cd66d2653256,,,,
Ahmedabad,23-01-21,,97.39,22.53,27.96,47.79,,22.53,39.19,32.92,0.39,0,5.95,540,Severe,e05ece9c6fdb3e9942598685bb94748b97d88e16,,,,
Ahmedabad,24-01-21,,87.02,2.03,20.39,21.4,,2.03,40.07,32.49,0.47,0.7,1.54,430,Severe,e63ae71c6969c43fbe201c471c3f1bc3edfb7948,,,,
Ahmedabad,25-01-21,,100.23,1.42,20.43,20.19,,1.42,58.41,39.26,0.01,0,0.94,230,Poor,17643a57b92abf0d6635d308949e78de2ecc7f66,,,,
Ahmedabad,26-01-21,,111.89,2.27,21.16,21.81,,2.27,43.73,39.83,0.06,0,1.55,560,Very Poor,1968f8d8ffe3f695372d919c9966b1ca412b83d2,,,,
Ahmedabad,27-01-21,,121.3,2.19,21.7,23.26,,2.19,43.28,41.1,0.02,0,1.65,450,Very Poor,27d2a39228be51b570f2339e44b2cb1a94713683,,,,
Ahmedabad,28-01-21,73.24,124.9,5.72,21.11,25.84,,5.72,36.52,62.42,0.03,0.01,1.41,560,Very Poor,b100dcf4e2ec314df8ebad9a20aa245edee6db59,,,,
Ahmedabad,29-01-21,83.13,109.47,6.93,28.71,33.72,,6.93,49.52,59.76,0.02,0,3.14,209,Moderate,ff6b55c00278cf8081dec1ad430940165b23d91e,,,,
Ahmedabad,30-01-21,79.84,88.67,13.85,28.68,41.08,,13.85,48.49,97.07,0.04,0,4.81,328,Poor,9731e9ca09f70adcddebc6667f689908bd3b18e0,,,,
Ahmedabad,31-01-21,94.52,63.76,24.39,32.66,52.61,,24.39,67.39,111.33,0.24,0.01,7.67,514,Poor,9231e9d6dd98dca26e67eaf02eea8c0ad0bcce3b,,,,
Ahmedabad,01-02-21,135.99,86.24,43.48,42.08,84.57,,43.48,75.23,102.7,0.4,0.04,25.87,782,Poor,c54a60bad3d8663eaef03c69a465f0cf619429fd,,,,
Ahmedabad,02-02-21,178.33,106.58,54.56,35.31,72.8,,54.56,55.04,107.38,0.46,0.06,35.61,914,Poor,ed4a41df2cf4e14a59f8c3899a8b19a2fbf1c291,,,,
Ahmedabad,03-02-21,139.7,86.96,30.61,28.4,56.73,,30.61,33.79,73.6,0.17,0.03,11.87,660,Very Poor,f82bb9d2d37888e87a1f8f42c7f898a809c3bc94,,,,
Ahmedabad,04-02-21,80.65,97.97,2.37,22.83,24,,2.37,25.73,47.3,0,0,0,294,Very Poor,aafa6cdfe96a5cdaf7b7c2f04b11a5dbdd73b2df,,,,
Ahmedabad,05-02-21,58.36,114.45,2.6,21.39,23.31,,2.6,32.66,53.54,0,0,0,149,Poor,ffbc1762c9e43be58033a7a1f2e21e00d9c7d250,,,,
Ahmedabad,06-02-21,79.29,122.21,1.16,26.94,26.83,,1.16,67.41,59.3,0,0,0,190,Very Poor,8996c8a004bc82aca37ba1f1f4265868503ce69f,,,,
Ahmedabad,07-02-21,88.7,132.55,7.29,31.32,37.73,,7.29,80.09,44.76,0,0,0,247,Poor,81231d91aecc8f4dd09c6fa8a53e48af7e0c4ba0,,,,
Ahmedabad,08-02-21,74.28,98.77,8.92,27.3,33.42,,8.92,54.28,47.42,0,0,0.27,379,Very Poor,28d5f69c84981ebeb76cf7c07b554d06bf85a770,,,,
Ahmedabad,09-02-21,113.93,63.62,4.32,24.27,26.86,,4.32,48.73,39.94,0.02,0,3.55,341,Severe,2b34a2b59b93b191b3566d1952d4b5f794ba5e3e,,,,
Ahmedabad,10-02-21,105.39,49.69,1.41,18.21,18.75,,1.41,35.91,56.15,0,0,3.31,256,Very Poor,a7c6ab514af0b9e5edc73e08e496ceb65111cfa9,,,,
Ahmedabad,11-02-21,66.52,69.06,6.34,23.8,28.24,,6.34,66.58,53.14,9.7,9.63,16.49,388,Poor,493aa8aa2e9122620b1dcaf102ab62e643ad5632,,,,
Ahmedabad,12-02-21,65.04,82.17,14.19,30.1,44.21,,14.19,65.91,31.88,7.72,17.46,2.51,288,Moderate,798a9a453732be004bdbbcd01e872abe0e3af90f,,,,
Ahmedabad,13-02-21,103.36,66.08,18.18,39.56,57.33,,18.18,80.43,40.11,11.29,24.35,3.35,510,Moderate,5f2e586d719f24d65278de208759dab8213327f3,,,,
Ahmedabad,14-02-21,177.33,62.14,37.49,47.58,77.85,,37.49,99.72,36.47,17,52.66,6.98,761,Moderate,facbc20132a3de7d2038920b62ee0a3a3cb47035,,,,
Ahmedabad,15-02-21,113.25,63.53,15.55,30.5,44.87,,15.55,69.71,33.78,10.47,28.53,3.22,475,Poor,7dd547f2db271b15f7ba1ea69583ec5d2b38ef27,,,,
Ahmedabad,16-02-21,99.7,79,19.85,28.1,47.31,,19.85,73.23,30.57,10.28,31.25,4,536,Poor,956d0469d076bfebc265cf58743281c109706391,,,,
Ahmedabad,17-02-21,80.61,78.44,15.96,21.04,35.67,,15.96,54.7,36.2,8.14,18.75,2.52,479,Poor,7af6a15c35df8fed989119cc36b6679175d2a768,,,,
Ahmedabad,18-02-21,100.79,107.1,16.24,25.93,41.91,,16.24,43.11,37.43,10,32.41,4.04,592,Poor,50be51724c114a2dcfbc9618d94a0166822003de,,,,
Ahmedabad,19-02-21,107.99,105.01,11.25,30.09,40.47,,11.25,84.86,31.94,9.2,24.03,3.25,427,Severe,96250a5e9ece21b2415b83d6756a3fcd07123ee7,,,,
Ahmedabad,20-02-21,140.29,120.25,33.84,36.14,68.85,,33.84,101.53,40.98,20.12,43.51,7.48,588,Very Poor,112e05c31018c816d0bd9ee64336eba79ee786ac,,,,
Ahmedabad,21-02-21,239.96,119.82,61.95,46.25,106.92,,61.95,84.87,33.55,22.14,53.98,15.44,1141,Very Poor,335e894a725e26adfe71b89170e3fc1301eafb1c,,,,
Ahmedabad,22-02-21,142.96,118.52,45.45,48.21,92.32,,45.45,62.96,34.77,7.35,22.4,8.47,669,Severe,88bdd99c41f943dd769a81f74a53434f3eb4f371,,,,
Ahmedabad,23-02-21,238.41,103.82,77.7,55.07,131.32,,77.7,89.07,37.3,50.61,163.64,28.46,1247,Severe,1d2e66528cfb3f754157404a225d551f6cdab1ae,,,,
Ahmedabad,24-02-21,118.72,104.91,12.56,32.01,42.56,,12.56,61.54,38.8,16.89,46.52,6.05,411,Severe,28750ae423bceec7befb82f2b857f9d2ce989e90,,,,
Ahmedabad,25-02-21,52.99,115.06,2.23,10.45,10.39,,2.23,32.76,67.25,3.85,11.39,0.81,292,Poor,03482e6a876292352f7aaf1cceeb848e28fb973e,,,,
Ahmedabad,01-03-21,61.12,120.22,3.58,16.81,20.92,,3.58,28.44,30.48,2.69,1.58,1.32,1134,Very Poor,edc4eb3c1259234cb996e7d6cb544ba3d209bab4,,,,
Ahmedabad,02-03-21,60.78,81.46,9.07,18.21,27.34,,9.07,29.48,34.75,2.05,0.55,0.22,189,Moderate,e7e0ab1fe95b766b6e913e9d14f054731224d9f3,,,,
Ahmedabad,03-03-21,91.83,73.58,12.99,28.71,40.76,,12.99,39.71,38.46,2.69,1.74,2.25,408,Severe,59ebacae3048d5db81d51968371b6350658e8b94,,,,
Ahmedabad,04-03-21,93.88,88.15,18.21,29.38,47.01,,18.21,62.75,46.79,5.21,2.55,1.55,383,Very Poor,1e9cafd54968d935da52bdcae678df1e6ec2b650,,,,
Ahmedabad,05-03-21,173.01,110.95,48.44,42.27,90.73,,48.44,78.76,59.39,9.72,9.96,4.13,780,Severe,7352452a89aa55529c073dfece3ea425bb91d7d2,,,,
Ahmedabad,07-03-21,105.45,90.44,2.5,16.1,18.66,,2.5,29.29,69.9,17.77,5.75,0.39,292,Poor,7adf41d2120f3398e13817367c2120ebac6b99b6,,,,
Ahmedabad,08-03-21,71.56,80.8,3.51,16.83,20.32,,3.51,30.28,57.16,3.95,8.01,0.63,190,Moderate,b3751edcd573ad46664235ecd8b63e9db99d4c09,,,,
Ahmedabad,09-03-21,119.8,88.85,4.13,24.07,27.9,,4.13,50.35,50.49,4.85,12.15,1.35,233,Poor,3379f2ad661859b90114bf78804f5c11ef84e3d7,,,,
Ahmedabad,10-03-21,106.71,65.39,5.39,25.59,30.51,,5.39,38.85,60.17,5.58,14.17,1.74,297,Poor,a654354060fcce82810e2c8842195d7e16995d11,,,,
Ahmedabad,11-03-21,118.49,62.93,4.11,28.94,31.83,,4.11,54.2,53.61,7.9,21.32,2.78,330,Very Poor,6131628f8273f4c73aa0a46e0ee71e359ba86fe5,,,,
Ahmedabad,12-03-21,106.01,38.35,4.28,27.31,30.54,,4.28,70.29,40.91,9.45,15.54,1.71,252,Poor,b0aa77344d5726699361b0d3bf2dc9b45eff8b06,,,,
Ahmedabad,13-03-21,97.34,56.66,3.67,21.58,24.62,,3.67,64.39,45.69,5.61,15.02,2.25,244,Poor,da263831b51c583027932f156c45463780ea35fe,,,,
Ahmedabad,14-03-21,83.92,61.4,6.42,25.03,30.8,,6.42,67.53,34.94,8.24,21.47,3.09,234,Poor,bf013151c39358fb0c19ad4dee802a9ccb7fb0ac,,,,
Ahmedabad,15-03-21,49.51,97.7,3.1,14.16,16.15,,3.1,48.33,37.95,4.34,11.34,1.09,219,Poor,3fb67d663ace1f95a9228d83bf11ff675d0fbff2,,,,
Ahmedabad,16-03-21,30.76,75.4,2.72,14.14,16.98,,2.72,43.62,54.78,3.58,9.38,0.84,118,Moderate,5b11e063f09adbfdaf7fd515ecc6c09a83674263,,,,
Ahmedabad,17-03-21,50.29,338.4,5.34,29.84,33.28,,5.34,59.23,45.44,5.45,15.12,1.65,231,Poor,7c83c3afd2d5fd30b962694db7d9d4defd0c26a5,,,,
Ahmedabad,18-03-21,57.69,320.33,25.36,29.48,54.79,,25.36,58.33,52.87,9.55,32.11,4.53,286,Poor,397bb0bda9dfe7504abf8ba98bf628e3368f9329,,,,
Ahmedabad,19-03-21,105.06,314.2,46.24,37.05,82.23,,46.24,53.62,45.65,20.89,75.36,12.7,883,Severe,828433debf53d822b26035b951ec78a6f3009de1,,,,
Ahmedabad,20-03-21,94.1,429.17,22.14,36.53,57.49,,22.14,61.31,46.77,17.5,52.01,7.9,720,Severe,b9d429419f94f203f63439ffd95e3cac2a958fa6,,,,
Ahmedabad,21-03-21,111.89,466.99,22.25,43.29,64.53,,22.25,66.44,50.57,18.03,56.86,8.86,570,Severe,297f36eeb998b4e8729a0cbdf958671e9909edc1,,,,
Ahmedabad,22-03-21,108.59,330.12,25.38,39.34,63.01,,25.38,75.8,46.68,15.78,48.41,7.07,589,Severe,70e1f2a0ff48a5d24e75fc2920d757968b224d79,,,,
Ahmedabad,23-03-21,130.76,365.35,45.61,41.03,85.76,,45.61,65.77,41.58,24.12,85.31,12.56,818,Severe,c29f7a8a7083893adb02de2cf6742c45ed2518ee,,,,
Ahmedabad,24-03-21,143.55,339.24,27.3,31.15,57.16,,27.3,50.98,35.38,18.61,72.78,10.15,737,Severe,a400b0cfaa60df27b2ee3beea37dd58157912c34,,,,
Ahmedabad,25-03-21,165.07,388.77,23.83,34.48,57.71,,23.83,64.32,43.79,29.14,64.01,8.51,585,Severe,1eb2a0cf3757558a49f6ad91294a832b04ca6353,,,,
Ahmedabad,26-03-21,166.85,396.72,17.93,43.3,60.07,,17.93,79.71,53.44,24.09,67.38,9.76,616,Severe,e6af63ce394cb9c51c04251c99565fd0e6d58c1b,,,,
Ahmedabad,27-03-21,147.38,488.67,6.4,35.82,40.22,,6.4,46.89,17.94,14.23,41.88,5.7,437,Severe,7ab3f4c86db5904e41edc0adefa84b797f97c510,,,,
Ahmedabad,28-03-21,158.25,454.92,5.86,27.89,32.65,,5.86,142.36,38.54,13.67,21.24,2.83,321,Very Poor,b9c285b9be5524a8d241c0a32a1cb1ef9df155f6,,,,
Ahmedabad,29-03-21,237.76,735.36,4.99,21.8,25.37,,4.99,96.28,39.77,8.68,14.95,1.28,372,Very Poor,f8774cec00087a3d28f245c700f836e365684ef7,,,,
Ahmedabad,30-03-21,133.37,469.99,3.88,17.99,21.02,,3.88,57.34,39.66,5.76,11.74,1.04,339,Very Poor,9c127198193a8b257fe885ad0fabf886019ae47e,,,,
Ahmedabad,31-03-21,133.3,326.64,6.52,20,26.18,,6.52,51.58,59.03,9.94,21.13,2.31,339,Very Poor,e15ee53ebb2b4b3e9c52cec4196927c973d112d1,,,,
Ahmedabad,01-04-21,96.04,336.19,3.8,20.07,23.46,,3.8,62.42,46.61,7.54,13.44,1.65,324,Very Poor,bdad36874ec95a2edeed70a4d4484dd99b3fdd38,,,,
Ahmedabad,02-04-21,77.69,322.36,5.24,18.87,23.06,,5.24,100.48,27.14,9.49,11.77,1.6,222,Poor,8e91912fad635341704d5df8f36415f6522e98e2,,,,
Ahmedabad,03-04-21,53.07,397.89,4.17,13.82,17.45,,4.17,40.36,21.76,4.47,6.94,0.42,169,Moderate,ff0ca6f06e547051f1477fb0d652363b694b1882,,,,
Ahmedabad,04-04-21,63.11,458.18,5.63,15.5,18.49,,5.63,38.21,4.72,5.2,8.17,0.73,220,Poor,2793131bcb54871487ad7183e6b19211b6d5b64f,,,,
Ahmedabad,06-04-21,120.96,369.99,4.23,20.86,25.02,,4.23,35.54,35.66,6.05,15.85,1.68,303,Very Poor,0e88d4fb23740a8d59ec3b36256db8f99231929d,,,,
Ahmedabad,07-04-21,138.63,373.13,5.65,25.47,30.67,,5.65,87.43,29.77,11.25,24.67,3.12,314,Very Poor,3f659542438aaa6eec647cd31b6123c31e8f1c0e,,,,
Ahmedabad,08-04-21,144.36,354.37,15.82,30.69,46.1,,15.82,66.39,27.34,17.22,49.56,7.71,378,Very Poor,c013fb6790e1ca21d720911ee61532a0cd57408c,,,,
Ahmedabad,09-04-21,85.03,389.15,3.3,26.7,27.41,,3.3,59.16,35.89,7.58,29.19,4.08,415,Severe,25e4fed304695ca638f62756c6e79c23a5765977,,,,
Ahmedabad,11-04-21,61.06,350.58,3.52,14.03,17.59,,3.52,8.08,19.54,0,0,0.01,126,Moderate,f6b9fd7dbed6516888eca71004caaa62aa0132d4,,,,
Ahmedabad,12-04-21,39.42,410.45,5.28,19.56,24.66,,5.28,17.66,31.3,0,0,0,175,Moderate,d7a0d7d944131b85f308c65b3dfc51df9bcd512f,,,,
Ahmedabad,13-04-21,111.86,639.27,3.89,22.51,25.17,,3.89,15.84,31.23,0,0,0,226,Poor,9063827ea238079db54e7ebddb628daad3d2b523,,,,
Ahmedabad,14-04-21,58.37,417.79,5.74,21.71,27.69,,5.74,25.9,43.92,2.15,10.46,5.4,244,Poor,64fe1b9afa90e2e1ea0c1c10e2ae5ada566e270a,,,,
Ahmedabad,15-04-21,95.37,330.05,18.01,26.23,44.34,,18.01,13.59,41.64,1.21,3.28,20.78,315,Very Poor,0a27cb2cd52229472fcfc3e49d3a3cb7179867e4,,,,
Ahmedabad,16-04-21,141.3,599.35,30.8,36.88,66.53,,30.8,41.06,37.66,0.66,0.01,28.13,678,Severe,475c8599530b970bbf476ee0e2798f5940dc1254,,,,
Ahmedabad,17-04-21,106.68,528.33,19.91,46.38,54.77,,19.91,31.56,48.49,1.67,0,15.95,774,Severe,ec35f3e1ae3ec647151c5832b9b8f741f1ae1822,,,,
Ahmedabad,18-04-21,109.48,493.89,4.3,20.27,22.86,,4.3,46.6,31.34,0.05,0,6.19,285,Poor,4346e63e692fcda7d3076d25df3e6f50b9c31407,,,,
Ahmedabad,19-04-21,126.04,488.84,6.99,20.18,26.78,,6.99,79.56,28.71,0.2,0,6.4,321,Very Poor,e6e48650999bcbd06d5271bb52001457f82d67f9,,,,
Ahmedabad,20-04-21,71.22,499.41,16.73,21.32,37.58,,16.73,50.09,28.39,1.38,23.54,6.09,358,Very Poor,23b618de7564c9acf9d35c75ed18d7d15adac6e9,,,,
Ahmedabad,21-04-21,97.87,301.18,6.3,17.96,23.45,,6.3,13.85,34.16,0.21,4.91,2.95,357,Very Poor,a9c98dc9001a93b57599a06a1145df12751ccad6,,,,
Ahmedabad,22-04-21,63.38,343.44,3.44,13.28,15.44,,3.44,24.79,43.62,0,0,1.23,189,Moderate,d83f238ec5aeaf6f08d20c4416c1ca9f631f698e,,,,
Ahmedabad,23-04-21,75.29,266.98,3.35,14.29,17.97,,3.35,76.05,60.71,0,0.01,2.27,450,Poor,c06a2e0865d3359e028815022b796a342cfba7f1,,,,
Ahmedabad,24-04-21,80.9,117.61,5.7,18.62,24.23,,5.7,65.44,22.8,0.05,0.09,3.46,214,Poor,9b49622e8c16b0e941616d09e9ccdcfbc5d5ff0c,,,,
Ahmedabad,25-04-21,103.29,268.12,4.55,19.82,23.69,,4.55,85.42,22.18,0.06,1.17,2.58,253,Poor,11bb388ea0dbb352e25fcbc8614bfd6e62831e8b,,,,
Ahmedabad,26-04-21,107.5,493.13,5.29,15.56,19.73,,5.29,74.37,10.12,0.09,0.16,2.91,239,Poor,9bf79ddffb9b8f84da316dbb52d09d960f164739,,,,
Ahmedabad,27-04-21,161.14,373.4,3.11,14.77,16.12,,3.11,118.35,59.73,0,2.55,0,340,Poor,06d12dc5ac32d82387c65370d0a600e13059122d,,,,
Ahmedabad,28-04-21,102.58,519.85,3.88,12.74,16.82,,3.88,41.94,26.89,0.02,6.4,0.76,430,Poor,04dc6d9c1e3f28e2b57934301593cf3da58b9935,,,,
Ahmedabad,29-04-21,138.42,493.48,5.05,16.7,21.56,,5.05,77.74,27.18,0.01,0.88,2.01,300,Poor,ca950c8677b72b5c4812be3f7d082029df3c12ea,,,,
Ahmedabad,30-04-21,129.04,378.14,5.69,14.86,19.66,,5.69,78.27,18.67,0,0,1.54,317,Very Poor,f3b7f4469ac01f1ce916d24172570c43c537627e,,,,
Ahmedabad,01-05-21,96.65,296.7,4.67,15.9,20.53,,4.67,39.41,11.83,0.01,0,3.11,240,Poor,efd78d873d7c23d511d82524d6e6d9a0c2ec9551,,,,
Ahmedabad,02-05-21,126.77,357.16,15.69,23.93,39.73,,15.69,93.18,36.71,0.22,0.04,10,344,Very Poor,b19bcc6ecbec9356e42d8309b9def1270a107fce,,,,
Ahmedabad,03-05-21,106.15,362.09,13.12,23.02,35.05,,13.12,65.95,81.6,0.3,0.02,9.69,503,Severe,4a114f33b879a7440bdad6356e22435b4858a336,,,,
Ahmedabad,04-05-21,86.31,413.78,2.69,10.5,10.9,,2.69,50.13,90.54,0.47,0.15,12.8,308,Very Poor,52c10207ba9098e1f733dbb84c796bd321b33eb0,,,,
Ahmedabad,05-05-21,83.99,484.34,2.73,0.08,2.75,,2.73,34.06,69.57,0.28,0.05,8.97,227,Poor,a4e72fc5914fe0e8387e5acce1aa3106705f7677,,,,
Ahmedabad,06-05-21,65.11,422.12,3.14,4.58,6.75,,3.14,22.27,32.26,0.17,0.04,5.84,120,Moderate,b07bb8f6466cb60a903182960e1e57f5cdbc7780,,,,
Ahmedabad,07-05-21,51.03,502.23,6.24,20.47,26.2,,6.24,15.5,31.44,0,0,1.29,158,Moderate,04b9001d61d666e065f28a9e628991f4d76d71bc,,,,
Ahmedabad,08-05-21,38.73,559.79,8,19.28,26.61,,8,20.13,25.7,0,0,2.08,177,Moderate,a8a55f01d9e4a3e3b77512767ab78bb8d1d74a25,,,,
Ahmedabad,09-05-21,61.12,599.3,9.94,17.82,27.18,,9.94,39.69,25.9,0,0,3.49,201,Poor,924313134ea2e38b9e48ceaa1177afb92f7a5c03,,,,
Ahmedabad,10-05-21,58.44,500.88,10.68,17.24,27.38,,10.68,54.69,18.89,0,0,1.39,211,Poor,f161447bea90a1e414e3cb22557efe9156bab8e2,,,,
Ahmedabad,11-05-21,61.49,549.21,11.44,16.69,27.61,,11.44,42.66,18.2,0.01,0,2.59,221,Poor,9580bfcbdb77b78a21887a8911bb9b69444182a4,,,,
Ahmedabad,12-05-21,65.39,331.19,12.3,16.08,27.86,,12.3,27.96,22.35,0,0,2.29,233,Poor,aad82670f39f4f9731dfeab9064d1063d13c5cb8,,,,
Ahmedabad,13-05-21,100.92,278.74,20.42,18.9,37.83,,20.42,31.9,22.84,4.9,19.26,8.21,481,Severe,5aefd421655e2155dfc6a2fcb3c12dc14f35e9dc,,,,
Ahmedabad,14-05-21,97.48,200.64,5.31,30.02,33.62,,5.31,36.05,16.26,10.6,34.91,3.85,352,Very Poor,a3ad970870495c1bc1fd7cc4eb6f815b486479c8,,,,
Ahmedabad,15-05-21,129.27,242.69,14.28,28.33,41.92,,14.28,70.13,25.4,16.9,44.19,4.97,327,Very Poor,6b18559c0c4de907cce17857d77321b52375ea36,,,,
Ahmedabad,16-05-21,129.58,262.83,21.23,28.79,45.4,,21.23,17.66,34.42,20.53,85.73,11.56,577,Severe,50e8d64761dddc0b7ce037734d813eca7cd63701,,,,
Ahmedabad,17-05-21,100.57,300.54,7.56,18.79,24.33,,7.56,38.76,38.83,4.92,17.94,1.54,411,Severe,2e7571bccf8e71340eae54a7254aa136d0cbbcb3,,,,
Ahmedabad,18-05-21,130.34,297.14,7.14,17.43,23.72,,7.14,52.07,29.05,5.05,14,1.3,212,Poor,b34cc3d570e41a80c01088f73600357cf071a4da,,,,
Ahmedabad,19-05-21,53.24,156.89,8.05,15.86,23.34,,8.05,36.23,21.58,5.23,15,1.02,280,Poor,a748ccbe075d2bc2223dae088c6014428992718d,,,,
Ahmedabad,20-05-21,42,175.15,10.44,18.16,21.8,,10.44,17,25.5,0,0,0,162,Moderate,015729be3f439e9ef2033276a4ef14df8873dda9,,,,
Ahmedabad,21-05-21,50.1,199.94,9.46,14.9,22.5,,9.46,30.67,12.91,0.41,1.89,1.44,245,Poor,b3e877acb1b2ec719f6e094f7900cc3bf865457c,,,,
Ahmedabad,22-05-21,83.69,192.38,10.89,17.18,27.15,,10.89,41.12,35.61,12.62,20.2,17.84,569,Severe,abf6f66d8e18b652d10944bb21e19debca5dc5e8,,,,
Ahmedabad,23-05-21,38.88,204.44,2.18,16.28,17.74,,2.18,26.4,12.47,3,6.96,6.37,128,Moderate,c7dc07727f9f0a09b060e1a3ca8acc3ee7d82bda,,,,
Ahmedabad,24-05-21,46.89,222.39,2.96,16.17,18.49,,2.96,41.96,10.74,3.41,8.87,3.53,129,Moderate,1ec9d8c7afcab0fb0478c33b3b6026356f6e0cad,,,,
Ahmedabad,25-05-21,70.96,218.59,4.12,15.47,19.28,,4.12,23.67,16.01,3.72,8.13,4.06,152,Moderate,939cef57fa345bfdd5e27cecf90684dacb26273c,,,,
Ahmedabad,26-05-21,53.66,288.67,4.23,14.43,18.06,,4.23,14.46,45.64,2.39,6.4,3.53,176,Moderate,72b41bbcaed1ccbe1e6a223f9e9b89a85ad5d4dd,,,,
Ahmedabad,27-05-21,45.49,228.51,4.26,13.73,17.1,,4.26,12.85,71.85,2.5,5.96,3.36,167,Moderate,13f055e666f5a05c1f18856409f9b8f4ac4ae4ce,,,,
Ahmedabad,28-05-21,60.86,218.6,5.27,16.61,21.42,,5.27,14.91,41.19,3.03,9.18,6.54,106,Moderate,5b25c63b89586e93a09b5e213a20cfd9b0418b60,,,,
Ahmedabad,29-05-21,51.93,191.07,13.71,17.87,31.64,,13.71,15.33,12.88,6.32,19.17,10.57,231,Poor,1fe8e5f5709aa0e7fb3971ce721c27b879020e6e,,,,
Ahmedabad,30-05-21,77.87,180.63,6.67,17.12,23,,6.67,46.82,16.67,4.79,9.78,5.1,327,Very Poor,ccbd77429a76452199ca99e5c436bc398578f78d,,,,
Ahmedabad,31-05-21,57.59,113.37,5.6,15.47,20.42,,5.6,41.68,25.51,2.64,6.3,3.08,174,Moderate,8213acea5f1a592dae49adae07380fea8203910d,,,,
Ahmedabad,01-06-21,77.22,120.12,7.02,15.47,21.13,,7.02,71.97,9.56,3.74,8.45,1.17,185,Moderate,7b78040738d551e30fc2b2b996cf4606c8739d62,,,,
